2023-07-23 12:45:02,059 INFO    MainThread:67263 [wandb_setup.py:_flush():76] Current SDK version is 0.15.5
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_setup.py:_flush():76] Configure stats pid to 67263
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_setup.py:_flush():76] Loading settings from /Users/sanchaythalnerkar/.config/wandb/settings
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_setup.py:_flush():76] Loading settings from /Users/sanchaythalnerkar/Desktop/HRGPT/agent/wandb/settings
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'llmapps'}
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_init.py:_log_setup():507] Logging user logs to /Users/sanchaythalnerkar/Desktop/HRGPT/agent/wandb/run-20230723_124502-7v9n0wso/logs/debug.log
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_init.py:_log_setup():508] Logging internal logs to /Users/sanchaythalnerkar/Desktop/HRGPT/agent/wandb/run-20230723_124502-7v9n0wso/logs/debug-internal.log
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_init.py:_jupyter_setup():453] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x167835f90>
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_init.py:init():547] calling init triggers
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_init.py:init():554] wandb.init called with sweep_config: {}
config: {}
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_init.py:init():596] starting backend
2023-07-23 12:45:02,060 INFO    MainThread:67263 [wandb_init.py:init():600] setting up manager
2023-07-23 12:45:02,063 INFO    MainThread:67263 [backend.py:_multiprocessing_setup():106] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2023-07-23 12:45:02,065 INFO    MainThread:67263 [wandb_init.py:init():606] backend started and connected
2023-07-23 12:45:02,067 INFO    MainThread:67263 [wandb_run.py:_label_probe_notebook():1233] probe notebook
2023-07-23 12:45:02,067 INFO    MainThread:67263 [wandb_run.py:_label_probe_notebook():1243] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2023-07-23 12:45:02,067 INFO    MainThread:67263 [wandb_init.py:init():705] updated telemetry
2023-07-23 12:45:02,093 INFO    MainThread:67263 [wandb_init.py:init():738] communicating run to backend with 60.0 second timeout
2023-07-23 12:45:03,015 INFO    MainThread:67263 [wandb_run.py:_on_init():2173] communicating current version
2023-07-23 12:45:03,057 INFO    MainThread:67263 [wandb_run.py:_on_init():2182] got version response 
2023-07-23 12:45:03,057 INFO    MainThread:67263 [wandb_init.py:init():789] starting run threads in backend
2023-07-23 12:45:03,111 INFO    MainThread:67263 [wandb_run.py:_console_start():2152] atexit reg
2023-07-23 12:45:03,111 INFO    MainThread:67263 [wandb_run.py:_redirect():2007] redirect: 3
2023-07-23 12:45:03,111 INFO    MainThread:67263 [wandb_run.py:_redirect():2072] Wrapping output streams.
2023-07-23 12:45:03,111 INFO    MainThread:67263 [wandb_run.py:_redirect():2097] Redirects installed.
2023-07-23 12:45:03,112 INFO    MainThread:67263 [wandb_init.py:init():830] run started, returning control to user process
2023-07-23 12:45:32,749 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:45:32,750 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:04,285 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:04,288 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:04,288 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:35,952 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:35,963 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:35,963 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:35,974 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:36,212 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:36,212 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:36,217 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:36,235 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:36,235 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:36,238 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:36,240 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:36,240 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:36,251 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:36,252 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:36,252 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:36,263 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:36,264 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:36,264 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:36,268 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:36,270 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:36,271 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:36,282 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:36,283 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:36,283 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:46:36,288 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:46:36,290 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:46:36,290 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:47:25,068 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:47:25,070 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:47:25,070 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:47:50,962 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:47:50,965 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:47:50,965 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:48:50,511 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:48:50,654 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:48:50,654 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:48:54,102 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:48:54,105 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:48:54,105 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:48:54,695 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:48:54,710 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:48:54,710 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:50:18,771 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:50:18,774 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:50:18,774 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:50:43,230 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
2023-07-23 12:50:43,297 INFO    MainThread:67263 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-07-23 12:50:43,297 INFO    MainThread:67263 [wandb_init.py:_pause_backend():418] pausing backend
2023-07-23 12:50:56,671 INFO    MainThread:67263 [wandb_init.py:_resume_backend():423] resuming backend
