2023-07-23 21:29:03,285 INFO    StreamThr :12956 [internal.py:wandb_internal():86] W&B internal server running at pid: 12956, started at: 2023-07-23 21:29:03.285485
2023-07-23 21:29:03,286 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: status
2023-07-23 21:29:03,287 INFO    WriterThread:12956 [datastore.py:open_for_write():85] open: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212903-hq7qut8j/run-hq7qut8j.wandb
2023-07-23 21:29:03,288 DEBUG   SenderThread:12956 [sender.py:send():369] send: header
2023-07-23 21:29:03,297 DEBUG   SenderThread:12956 [sender.py:send():369] send: run
2023-07-23 21:29:04,091 INFO    SenderThread:12956 [dir_watcher.py:__init__():211] watching files in: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212903-hq7qut8j/files
2023-07-23 21:29:04,091 INFO    SenderThread:12956 [sender.py:_start_run_threads():1100] run started: hq7qut8j with start time 1690127943.285269
2023-07-23 21:29:04,091 DEBUG   SenderThread:12956 [sender.py:send_request():396] send_request: summary_record
2023-07-23 21:29:04,091 INFO    SenderThread:12956 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-23 21:29:04,092 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: check_version
2023-07-23 21:29:04,092 DEBUG   SenderThread:12956 [sender.py:send_request():396] send_request: check_version
2023-07-23 21:29:04,133 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: run_start
2023-07-23 21:29:04,137 DEBUG   HandlerThread:12956 [system_info.py:__init__():31] System info init
2023-07-23 21:29:04,137 DEBUG   HandlerThread:12956 [system_info.py:__init__():46] System info init done
2023-07-23 21:29:04,137 INFO    HandlerThread:12956 [system_monitor.py:start():181] Starting system monitor
2023-07-23 21:29:04,137 INFO    SystemMonitor:12956 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-23 21:29:04,137 INFO    HandlerThread:12956 [system_monitor.py:probe():201] Collecting system info
2023-07-23 21:29:04,137 DEBUG   HandlerThread:12956 [system_info.py:probe():195] Probing system
2023-07-23 21:29:04,138 INFO    SystemMonitor:12956 [interfaces.py:start():190] Started cpu monitoring
2023-07-23 21:29:04,138 INFO    SystemMonitor:12956 [interfaces.py:start():190] Started disk monitoring
2023-07-23 21:29:04,139 INFO    SystemMonitor:12956 [interfaces.py:start():190] Started gpuapple monitoring
2023-07-23 21:29:04,139 INFO    SystemMonitor:12956 [interfaces.py:start():190] Started memory monitoring
2023-07-23 21:29:04,140 INFO    SystemMonitor:12956 [interfaces.py:start():190] Started network monitoring
2023-07-23 21:29:04,143 DEBUG   HandlerThread:12956 [system_info.py:_probe_git():180] Probing git
2023-07-23 21:29:04,152 DEBUG   HandlerThread:12956 [system_info.py:_probe_git():188] Probing git done
2023-07-23 21:29:04,152 DEBUG   HandlerThread:12956 [system_info.py:probe():240] Probing system done
2023-07-23 21:29:04,152 DEBUG   HandlerThread:12956 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.11.2', 'heartbeatAt': '2023-07-23T15:59:04.137975', 'startedAt': '2023-07-23T15:59:03.277348', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/sanchaythalnerkar/Desktop/HRGPT/agent/claudefinal.py', 'codePath': 'agent/claudefinal.py', 'git': {'remote': 'https://github.com/Sanchay-T/VertexAI-Hackathon.git', 'commit': 'd3d1b683dbd184e4c9712d4e7dbc7e591f3e5b81'}, 'email': 'thalnerkarsanchay17@gmail.com', 'root': '/Users/sanchaythalnerkar/Desktop/HRGPT', 'host': '192.168.1.3', 'username': 'sanchaythalnerkar', 'executable': '/Users/sanchaythalnerkar/Desktop/HRGPT/env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 8.442028045654297}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-07-23 21:29:04,152 INFO    HandlerThread:12956 [system_monitor.py:probe():211] Finished collecting system info
2023-07-23 21:29:04,152 INFO    HandlerThread:12956 [system_monitor.py:probe():214] Publishing system info
2023-07-23 21:29:04,152 DEBUG   HandlerThread:12956 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-23 21:29:04,153 DEBUG   HandlerThread:12956 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-23 21:29:04,153 INFO    HandlerThread:12956 [system_monitor.py:probe():216] Finished publishing system info
2023-07-23 21:29:04,156 DEBUG   SenderThread:12956 [sender.py:send():369] send: files
2023-07-23 21:29:04,156 INFO    SenderThread:12956 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-23 21:29:04,158 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: stop_status
2023-07-23 21:29:04,158 DEBUG   SenderThread:12956 [sender.py:send_request():396] send_request: stop_status
2023-07-23 21:29:04,490 DEBUG   SenderThread:12956 [sender.py:send():369] send: telemetry
2023-07-23 21:29:04,490 DEBUG   SenderThread:12956 [sender.py:send():369] send: telemetry
2023-07-23 21:29:04,925 INFO    wandb-upload_0:12956 [upload_job.py:push():133] Uploaded file /var/folders/6q/7008j6wx7dxg5_cl11vtq8zr0000gn/T/tmpwnl6hl8rwandb/ctx7f4my-wandb-metadata.json
2023-07-23 21:29:05,097 INFO    Thread-12 :12956 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212903-hq7qut8j/files/wandb-metadata.json
2023-07-23 21:29:05,097 INFO    Thread-12 :12956 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212903-hq7qut8j/files/wandb-summary.json
2023-07-23 21:29:05,097 INFO    Thread-12 :12956 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212903-hq7qut8j/files/output.log
2023-07-23 21:29:05,097 INFO    Thread-12 :12956 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212903-hq7qut8j/files/requirements.txt
2023-07-23 21:29:07,102 INFO    Thread-12 :12956 [dir_watcher.py:_on_file_modified():289] file/dir modified: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212903-hq7qut8j/files/output.log
2023-07-23 21:29:08,502 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: status_report
2023-07-23 21:29:13,515 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: status_report
2023-07-23 21:29:18,531 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: status_report
2023-07-23 21:29:19,163 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: stop_status
2023-07-23 21:29:19,164 DEBUG   SenderThread:12956 [sender.py:send_request():396] send_request: stop_status
2023-07-23 21:29:22,109 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: partial_history
2023-07-23 21:29:22,111 DEBUG   SenderThread:12956 [sender.py:send():369] send: history
2023-07-23 21:29:22,112 DEBUG   SenderThread:12956 [sender.py:send_request():396] send_request: summary_record
2023-07-23 21:29:22,113 INFO    SenderThread:12956 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-23 21:29:22,115 DEBUG   SenderThread:12956 [sender.py:send():369] send: exit
2023-07-23 21:29:22,115 INFO    SenderThread:12956 [sender.py:send_exit():574] handling exit code: 0
2023-07-23 21:29:22,115 INFO    SenderThread:12956 [sender.py:send_exit():576] handling runtime: 17
2023-07-23 21:29:22,116 INFO    SenderThread:12956 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-23 21:29:22,116 INFO    SenderThread:12956 [sender.py:send_exit():582] send defer
2023-07-23 21:29:22,116 DEBUG   HandlerThread:12956 [handler.py:handle_request():144] handle_request: defer
