2023-07-23 21:20:57,001 INFO    StreamThr :11919 [internal.py:wandb_internal():86] W&B internal server running at pid: 11919, started at: 2023-07-23 21:20:57.000834
2023-07-23 21:20:57,002 DEBUG   HandlerThread:11919 [handler.py:handle_request():144] handle_request: status
2023-07-23 21:20:57,003 INFO    WriterThread:11919 [datastore.py:open_for_write():85] open: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212056-dx1srkvy/run-dx1srkvy.wandb
2023-07-23 21:20:57,004 DEBUG   SenderThread:11919 [sender.py:send():369] send: header
2023-07-23 21:20:57,013 DEBUG   SenderThread:11919 [sender.py:send():369] send: run
2023-07-23 21:20:57,715 INFO    SenderThread:11919 [dir_watcher.py:__init__():211] watching files in: /Users/sanchaythalnerkar/Desktop/HRGPT/wandb/run-20230723_212056-dx1srkvy/files
2023-07-23 21:20:57,715 INFO    SenderThread:11919 [sender.py:_start_run_threads():1100] run started: dx1srkvy with start time 1690127457.000939
2023-07-23 21:20:57,715 DEBUG   SenderThread:11919 [sender.py:send_request():396] send_request: summary_record
2023-07-23 21:20:57,716 INFO    SenderThread:11919 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-23 21:20:57,717 DEBUG   HandlerThread:11919 [handler.py:handle_request():144] handle_request: check_version
2023-07-23 21:20:57,717 DEBUG   SenderThread:11919 [sender.py:send_request():396] send_request: check_version
2023-07-23 21:20:57,762 DEBUG   HandlerThread:11919 [handler.py:handle_request():144] handle_request: run_start
2023-07-23 21:20:57,765 DEBUG   HandlerThread:11919 [system_info.py:__init__():31] System info init
2023-07-23 21:20:57,766 DEBUG   HandlerThread:11919 [system_info.py:__init__():46] System info init done
2023-07-23 21:20:57,766 INFO    HandlerThread:11919 [system_monitor.py:start():181] Starting system monitor
2023-07-23 21:20:57,766 INFO    SystemMonitor:11919 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-23 21:20:57,766 INFO    HandlerThread:11919 [system_monitor.py:probe():201] Collecting system info
2023-07-23 21:20:57,766 DEBUG   HandlerThread:11919 [system_info.py:probe():195] Probing system
2023-07-23 21:20:57,766 INFO    SystemMonitor:11919 [interfaces.py:start():190] Started cpu monitoring
2023-07-23 21:20:57,766 INFO    SystemMonitor:11919 [interfaces.py:start():190] Started disk monitoring
2023-07-23 21:20:57,767 INFO    SystemMonitor:11919 [interfaces.py:start():190] Started gpuapple monitoring
2023-07-23 21:20:57,768 INFO    SystemMonitor:11919 [interfaces.py:start():190] Started memory monitoring
2023-07-23 21:20:57,768 INFO    SystemMonitor:11919 [interfaces.py:start():190] Started network monitoring
2023-07-23 21:20:57,771 DEBUG   HandlerThread:11919 [system_info.py:_probe_git():180] Probing git
2023-07-23 21:20:57,779 DEBUG   HandlerThread:11919 [system_info.py:_probe_git():188] Probing git done
2023-07-23 21:20:57,779 DEBUG   HandlerThread:11919 [system_info.py:probe():240] Probing system done
2023-07-23 21:20:57,780 DEBUG   HandlerThread:11919 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.11.2', 'heartbeatAt': '2023-07-23T15:50:57.766663', 'startedAt': '2023-07-23T15:50:56.993382', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/sanchaythalnerkar/Desktop/HRGPT/agent/claudefinal.py', 'codePath': 'agent/claudefinal.py', 'git': {'remote': 'https://github.com/Sanchay-T/VertexAI-Hackathon.git', 'commit': 'd3d1b683dbd184e4c9712d4e7dbc7e591f3e5b81'}, 'email': 'thalnerkarsanchay17@gmail.com', 'root': '/Users/sanchaythalnerkar/Desktop/HRGPT', 'host': '192.168.1.3', 'username': 'sanchaythalnerkar', 'executable': '/Users/sanchaythalnerkar/Desktop/HRGPT/env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 8.442028045654297}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-07-23 21:20:57,780 INFO    HandlerThread:11919 [system_monitor.py:probe():211] Finished collecting system info
2023-07-23 21:20:57,780 INFO    HandlerThread:11919 [system_monitor.py:probe():214] Publishing system info
2023-07-23 21:20:57,780 DEBUG   HandlerThread:11919 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-23 21:20:57,780 DEBUG   HandlerThread:11919 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-23 21:20:57,780 INFO    HandlerThread:11919 [system_monitor.py:probe():216] Finished publishing system info
2023-07-23 21:20:57,783 DEBUG   SenderThread:11919 [sender.py:send():369] send: files
2023-07-23 21:20:57,783 INFO    SenderThread:11919 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-23 21:20:57,785 DEBUG   HandlerThread:11919 [handler.py:handle_request():144] handle_request: stop_status
2023-07-23 21:20:57,785 DEBUG   SenderThread:11919 [sender.py:send_request():396] send_request: stop_status
2023-07-23 21:20:58,105 DEBUG   SenderThread:11919 [sender.py:send():369] send: telemetry
2023-07-23 21:20:58,105 DEBUG   SenderThread:11919 [sender.py:send():369] send: telemetry
2023-07-23 21:20:58,106 DEBUG   SenderThread:11919 [sender.py:send():369] send: exit
2023-07-23 21:20:58,106 INFO    SenderThread:11919 [sender.py:send_exit():574] handling exit code: 1
2023-07-23 21:20:58,106 INFO    SenderThread:11919 [sender.py:send_exit():576] handling runtime: 0
2023-07-23 21:20:58,106 INFO    SenderThread:11919 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-23 21:20:58,106 INFO    SenderThread:11919 [sender.py:send_exit():582] send defer
2023-07-23 21:20:58,106 DEBUG   HandlerThread:11919 [handler.py:handle_request():144] handle_request: defer
2023-07-23 21:20:58,106 INFO    HandlerThread:11919 [handler.py:handle_request_defer():170] handle defer: 0
2023-07-23 21:20:58,106 DEBUG   SenderThread:11919 [sender.py:send_request():396] send_request: defer
2023-07-23 21:20:58,106 INFO    SenderThread:11919 [sender.py:send_request_defer():598] handle sender defer: 0
2023-07-23 21:20:58,106 INFO    SenderThread:11919 [sender.py:transition_state():602] send defer: 1
2023-07-23 21:20:58,106 DEBUG   HandlerThread:11919 [handler.py:handle_request():144] handle_request: defer
2023-07-23 21:20:58,106 INFO    HandlerThread:11919 [handler.py:handle_request_defer():170] handle defer: 1
2023-07-23 21:20:58,106 DEBUG   SenderThread:11919 [sender.py:send_request():396] send_request: defer
2023-07-23 21:20:58,107 INFO    SenderThread:11919 [sender.py:send_request_defer():598] handle sender defer: 1
